TOTAL,PASS/FAIL,DIVISON,SELECTION,,,,,,,,,,
130,FAIL,NO DIVISION,SAME,,,,,,,,,,
206,PASS,SECOND,NEXT,,,,,,,,,,
143,FAIL,NO DIVISION,SAME,,,,,,,,,,
268,PASS,FIRST,NEXT,,,,,,,,,,
209,PASS,SECOND,NEXT,,,,,,,,,,
206,PASS,SECOND,NEXT,,,,,,,,,,
165,FAIL,NO DIVISION,SAME,,,,,,,,,,
149,FAIL,NO DIVISION,SAME,,,,,,,,,,
194,FAIL,NO DIVISION,SAME,,,,,,,,,,
205,PASS,SECOND,NEXT,,,,,,,,,,
232,PASS,SECOND,NEXT,,,,,,,,,,
290,PASS,FIRST,NEXT,,,,,,,,,,
231,PASS,SECOND,NEXT,,,,,,,,,,
270,PASS,FIRST,NEXT,,,,,,,,,,
252,PASS,FIRST,NEXT,,,,,,,,,,
212,PASS,SECOND,NEXT,,,,,,,,,,
192,FAIL,NO DIVISION,SAME,,,,,,,,,,
188,FAIL,NO DIVISION,SAME,,,,,,,,,,
216,PASS,SECOND,NEXT,,,,,,,,,,
221,PASS,SECOND,NEXT,,,,,,,,,,
253,PASS,FIRST,NEXT,,,,,,,,,,
194,FAIL,NO DIVISION,SAME,,,,,,,,,,
232,PASS,SECOND,NEXT,,,,,,,,,,
140,FAIL,NO DIVISION,SAME,,,,,,,,,,
170,FAIL,NO DIVISION,SAME,,,,,,,,,,
195,FAIL,NO DIVISION,SAME,,,,,,,,,,
242,PASS,SECOND,NEXT,,,,,,,,,,
191,FAIL,NO DIVISION,SAME,,,,,,,,,,
268,PASS,FIRST,NEXT,,,,,,,,,,
142,FAIL,NO DIVISION,SAME,,,,,,,,,,
186,FAIL,NO DIVISION,SAME,,,,,,,,,,
128,FAIL,NO DIVISION,SAME,,,,,,,,,,
186,FAIL,NO DIVISION,SAME,,,,,,,,,,
270,PASS,FIRST,NEXT,,,,,,,,,,
241,PASS,SECOND,NEXT,,,,,,,,,,
256,PASS,FIRST,NEXT,,,,,,,,,,
235,PASS,SECOND,NEXT,,,,,,,,,,
181,FAIL,NO DIVISION,SAME,,,,,,,,,,
276,PASS,FIRST,NEXT,,,,,,,,,,
234,PASS,SECOND,NEXT,,,,,,,,,,
186,FAIL,NO DIVISION,SAME,,,,,,,,,,
233,PASS,SECOND,NEXT,,,,,,,,,,
171,FAIL,NO DIVISION,SAME,,,,,,,,,,
173,FAIL,NO DIVISION,SAME,,,,,,,,,,
181,FAIL,NO DIVISION,SAME,,,,,,,,,,
209,PASS,SECOND,NEXT,,,,,,,,,,
281,PASS,FIRST,NEXT,,,,,,,,,,
204,PASS,SECOND,NEXT,,,,,,,,,,
242,PASS,SECOND,NEXT,,,,,,,,,,
193,FAIL,NO DIVISION,SAME,,,,,,,,,,
175,FAIL,NO DIVISION,SAME,,,,,,,,,,
186,FAIL,NO DIVISION,SAME,,,,,,,,,,
221,PASS,SECOND,NEXT,,,,,,,,,,
261,PASS,FIRST,NEXT,,,,,,,,,,
241,PASS,SECOND,NEXT,,,,,,,,,,
162,FAIL,NO DIVISION,SAME,,,,,,,,,,
220,PASS,SECOND,NEXT,,,,,,,,,,
118,FAIL,NO DIVISION,SAME,,,,,,,,,,
154,FAIL,NO DIVISION,SAME,,,,,,,,,,
177,FAIL,NO DIVISION,SAME,,,,,,,,,,
268,PASS,FIRST,NEXT,,,,,,,,,,
276,PASS,FIRST,NEXT,,,,,,,,,,
253,PASS,FIRST,NEXT,,,,,,,,,,
271,PASS,FIRST,NEXT,,,,,,,,,,
190,FAIL,NO DIVISION,SAME,,,,,,,,,,
241,PASS,SECOND,NEXT,,,,,,,,,,
148,FAIL,NO DIVISION,SAME,,,,,,,,,,
190,FAIL,NO DIVISION,SAME,,,,,,,,,,
216,PASS,SECOND,NEXT,,,,,,,,,,
266,PASS,FIRST,NEXT,,,,,,,,,,
257,PASS,FIRST,NEXT,,,,,,,,,,
236,PASS,SECOND,NEXT,,,,,,,,,,
228,PASS,SECOND,NEXT,,,,,,,,,,
152,FAIL,NO DIVISION,SAME,,,,,,,,,,
248,PASS,SECOND,NEXT,,,,,,,,,,
228,PASS,SECOND,NEXT,,,,,,,,,,
199,FAIL,NO DIVISION,SAME,,,,,,,,,,
129,FAIL,NO DIVISION,SAME,,,,,,,,,,
265,PASS,FIRST,NEXT,,,,,,,,,,
65,FAIL,NO DIVISION,SAME,,,,,,,,,,
151,FAIL,NO DIVISION,SAME,,,,,,,,,,
188,FAIL,NO DIVISION,SAME,,,,,,,,,,
158,FAIL,NO DIVISION,SAME,,,,,,,,,,
164,FAIL,NO DIVISION,SAME,,,,,,,,,,
254,PASS,FIRST,NEXT,,,,,,,,,,
186,FAIL,NO DIVISION,SAME,,,,,,,,,,
233,PASS,SECOND,NEXT,,,,,,,,,,
264,PASS,FIRST,NEXT,,,,,,,,,,
177,FAIL,NO DIVISION,SAME,,,,,,,,,,
141,FAIL,NO DIVISION,SAME,,,,,,,,,,
178,FAIL,NO DIVISION,SAME,,,,,,,,,,
252,PASS,FIRST,NEXT,,,,,,,,,,
137,FAIL,NO DIVISION,SAME,,,,,,,,,,
233,PASS,SECOND,NEXT,,,,,,,,,,
195,FAIL,NO DIVISION,SAME,,,,,,,,,,
281,PASS,FIRST,NEXT,,,,,,,,,,
269,PASS,FIRST,NEXT,,,,,,,,,,
140,FAIL,NO DIVISION,SAME,,,,,,,,,,
213,PASS,SECOND,NEXT,,,,,,,,,,
267,PASS,FIRST,NEXT,,,,,,,,,,
240,PASS,SECOND,NEXT,,,,,,,,,,
237,PASS,SECOND,NEXT,,,,,,,,,,
203,PASS,SECOND,NEXT,,,,,,,,,,
264,PASS,FIRST,NEXT,,,,,,,,,,
190,FAIL,NO DIVISION,SAME,,,,,,,,,,
247,PASS,SECOND,NEXT,,,,,,,,,,
141,FAIL,NO DIVISION,SAME,,,,,,,,,,
196,FAIL,NO DIVISION,SAME,,,,,,,,,,
213,PASS,SECOND,NEXT,,,,,,,,,,
241,PASS,SECOND,NEXT,,,,,,,,,,
254,PASS,FIRST,NEXT,,,,,,,,,,
261,PASS,FIRST,NEXT,,,,,,,,,,
247,PASS,SECOND,NEXT,,,,,,,,,,
182,FAIL,NO DIVISION,SAME,,,,,,,,,,
171,FAIL,NO DIVISION,SAME,,,,,,,,,,
290,PASS,FIRST,NEXT,,,,,,,,,,
236,PASS,SECOND,NEXT,,,,,,,,,,
205,PASS,SECOND,NEXT,,,,,,,,,,
129,FAIL,NO DIVISION,SAME,,,,,,,,,,
154,FAIL,NO DIVISION,SAME,,,,,,,,,,
193,FAIL,NO DIVISION,SAME,,,,,,,,,,
171,FAIL,NO DIVISION,SAME,,,,,,,,,,
161,FAIL,NO DIVISION,SAME,,,,,,,,,,
221,PASS,SECOND,NEXT,,,,,,,,,,
220,PASS,SECOND,NEXT,,,,,,,,,,
207,PASS,SECOND,NEXT,,,,,,,,,,
242,PASS,SECOND,NEXT,,,,,,,,,,
251,PASS,FIRST,NEXT,,,,,,,,,,
173,FAIL,NO DIVISION,SAME,,,,,,,,,,
210,PASS,SECOND,NEXT,,,,,,,,,,
227,PASS,SECOND,NEXT,,,,,,,,,,
247,PASS,SECOND,NEXT,,,,,,,,,,
218,PASS,SECOND,NEXT,,,,,,,,,,
215,PASS,SECOND,NEXT,,,,,,,,,,
159,FAIL,NO DIVISION,SAME,,,,,,,,,,
209,PASS,SECOND,NEXT,,,,,,,,,,
237,PASS,SECOND,NEXT,,,,,,,,,,
252,PASS,FIRST,NEXT,,,,,,,,,,
162,FAIL,NO DIVISION,SAME,,,,,,,,,,
171,FAIL,NO DIVISION,SAME,,,,,,,,,,
129,FAIL,NO DIVISION,SAME,,,,,,,,,,
153,FAIL,NO DIVISION,SAME,,,,,,,,,,
264,PASS,FIRST,NEXT,,,,,,,,,,
156,FAIL,NO DIVISION,SAME,,,,,,,,,,
191,FAIL,NO DIVISION,SAME,,,,,,,,,,
210,PASS,SECOND,NEXT,,,,,,,,,,
238,PASS,SECOND,NEXT,,,,,,,,,,
275,PASS,FIRST,NEXT,,,,,,,,,,
246,PASS,SECOND,NEXT,,,,,,,,,,
215,PASS,SECOND,NEXT,,,,,,,,,,
139,FAIL,NO DIVISION,SAME,,,,,,,,,,
250,PASS,FIRST,NEXT,,,,,,,,,,
225,PASS,SECOND,NEXT,,,,,,,,,,
178,FAIL,NO DIVISION,SAME,,,,,,,,,,
156,FAIL,NO DIVISION,SAME,,,,,,,,,,
195,FAIL,NO DIVISION,SAME,,,,,,,,,,
209,PASS,SECOND,NEXT,,,,,,,,,,
141,FAIL,NO DIVISION,SAME,,,,,,,,,,
165,FAIL,NO DIVISION,SAME,,,,,,,,,,
133,FAIL,NO DIVISION,SAME,,,,,,,,,,
298,PASS,FIRST,NEXT,,,,,,,,,,
206,PASS,SECOND,NEXT,,,,,,,,,,
274,PASS,FIRST,NEXT,,,,,,,,,,
191,FAIL,NO DIVISION,SAME,,,,,,,,,,
161,FAIL,NO DIVISION,SAME,,,,,,,,,,
174,FAIL,NO DIVISION,SAME,,,,,,,,,,
206,PASS,SECOND,NEXT,,,,,,,,,,
192,FAIL,NO DIVISION,SAME,,,,,,,,,,
213,PASS,SECOND,NEXT,,,,,,,,,,
266,PASS,FIRST,NEXT,,,,,,,,,,
171,FAIL,NO DIVISION,SAME,,,,,,,,,,
222,PASS,SECOND,NEXT,,,,,,,,,,
190,FAIL,NO DIVISION,SAME,,,,,,,,,,
155,FAIL,NO DIVISION,SAME,,,,,,,,,,
180,FAIL,NO DIVISION,SAME,,,,,,,,,,
111,FAIL,NO DIVISION,SAME,,,,,,,,,,
185,FAIL,NO DIVISION,SAME,,,,,,,,,,
245,PASS,SECOND,NEXT,,,,,,,,,,
138,FAIL,NO DIVISION,SAME,,,,,,,,,,
198,FAIL,NO DIVISION,SAME,,,,,,,,,,
165,FAIL,NO DIVISION,SAME,,,,,,,,,,
211,PASS,SECOND,NEXT,,,,,,,,,,
134,FAIL,NO DIVISION,SAME,,,,,,,,,,
228,PASS,SECOND,NEXT,,,,,,,,,,
176,FAIL,NO DIVISION,SAME,,,,,,,,,,
167,FAIL,NO DIVISION,SAME,,,,,,,,,,
290,PASS,FIRST,NEXT,,,,,,,,,,
209,PASS,SECOND,NEXT,,,,,,,,,,
131,FAIL,NO DIVISION,SAME,,,,,,,,,,
198,FAIL,NO DIVISION,SAME,,,,,,,,,,
236,PASS,SECOND,NEXT,,,,,,,,,,
174,FAIL,NO DIVISION,SAME,,,,,,,,,,
205,PASS,SECOND,NEXT,,,,,,,,,,
189,FAIL,NO DIVISION,SAME,,,,,,,,,,
292,PASS,FIRST,NEXT,,,,,,,,,,
287,PASS,FIRST,NEXT,,,,,,,,,,
210,PASS,SECOND,NEXT,,,,,,,,,,
208,PASS,SECOND,NEXT,,,,,,,,,,
209,PASS,SECOND,NEXT,,,,,,,,,,
265,PASS,FIRST,NEXT,,,,,,,,,,
167,FAIL,NO DIVISION,SAME,,,,,,,,,,
132,FAIL,NO DIVISION,SAME,,,,,,,,,,
176,FAIL,NO DIVISION,SAME,,,,,,,,,,
293,PASS,FIRST,NEXT,,,,,,,,,,
177,FAIL,NO DIVISION,SAME,,,,,,,,,,
140,FAIL,NO DIVISION,SAME,,,,,,,,,,
281,PASS,FIRST,NEXT,,,,,,,,,,
226,PASS,SECOND,NEXT,,,,,,,,,,
177,FAIL,NO DIVISION,SAME,,,,,,,,,,
184,FAIL,NO DIVISION,SAME,,,,,,,,,,
148,FAIL,NO DIVISION,SAME,,,,,,,,,,
290,PASS,FIRST,NEXT,,,,,,,,,,
217,PASS,SECOND,NEXT,,,,,,,,,,
218,PASS,SECOND,NEXT,,,,,,,,,,
144,FAIL,NO DIVISION,SAME,,,,,,,,,,
234,PASS,SECOND,NEXT,,,,,,,,,,
251,PASS,FIRST,NEXT,,,,,,,,,,
176,FAIL,NO DIVISION,SAME,,,,,,,,,,
168,FAIL,NO DIVISION,SAME,,,,,,,,,,
233,PASS,SECOND,NEXT,,,,,,,,,,
258,PASS,FIRST,NEXT,,,,,,,,,,
154,FAIL,NO DIVISION,SAME,,,,,,,,,,
247,PASS,SECOND,NEXT,,,,,,,,,,
192,FAIL,NO DIVISION,SAME,,,,,,,,,,
232,PASS,SECOND,NEXT,,,,,,,,,,
167,FAIL,NO DIVISION,SAME,,,,,,,,,,
161,FAIL,NO DIVISION,SAME,,,,,,,,,,
241,PASS,SECOND,NEXT,,,,,,,,,,
165,FAIL,NO DIVISION,SAME,,,,,,,,,,
222,PASS,SECOND,NEXT,,,,,,,,,,
141,FAIL,NO DIVISION,SAME,,,,,,,,,,
187,FAIL,NO DIVISION,SAME,,,,,,,,,,
192,FAIL,NO DIVISION,SAME,,,,,,,,,,
237,PASS,SECOND,NEXT,,,,,,,,,,
111,FAIL,NO DIVISION,SAME,,,,,,,,,,
118,FAIL,NO DIVISION,SAME,,,,,,,,,,
197,FAIL,NO DIVISION,SAME,,,,,,,,,,
205,PASS,SECOND,NEXT,,,,,,,,,,
197,FAIL,NO DIVISION,SAME,,,,,,,,,,
206,PASS,SECOND,NEXT,,,,,,,,,,
235,PASS,SECOND,NEXT,,,,,,,,,,
206,PASS,SECOND,NEXT,,,,,,,,,,
188,FAIL,NO DIVISION,SAME,,,,,,,,,,
227,PASS,SECOND,NEXT,,,,,,,,,,
266,PASS,FIRST,NEXT,,,,,,,,,,
166,FAIL,NO DIVISION,SAME,,,,,,,,,,
199,FAIL,NO DIVISION,SAME,,,,,,,,,,
233,PASS,SECOND,NEXT,,,,,,,,,,
292,PASS,FIRST,NEXT,,,,,,,,,,
212,PASS,SECOND,NEXT,,,,,,,,,,
166,FAIL,NO DIVISION,SAME,,,,,,,,,,
219,PASS,SECOND,NEXT,,,,,,,,,,
239,PASS,SECOND,NEXT,,,,,,,,,,
214,PASS,SECOND,NEXT,,,,,,,,,,
193,FAIL,NO DIVISION,SAME,,,,,,,,,,
127,FAIL,NO DIVISION,SAME,,,,,,,,,,
218,PASS,SECOND,NEXT,,,,,,,,,,
229,PASS,SECOND,NEXT,,,,,,,,,,
223,PASS,SECOND,NEXT,,,,,,,,,,
204,PASS,SECOND,NEXT,,,,,,,,,,
219,PASS,SECOND,NEXT,,,,,,,,,,
297,PASS,FIRST,NEXT,,,,,,,,,,
143,FAIL,NO DIVISION,SAME,,,,,,,,,,
286,PASS,FIRST,NEXT,,,,,,,,,,
204,PASS,SECOND,NEXT,,,,,,,,,,
279,PASS,FIRST,NEXT,,,,,,,,,,
237,PASS,SECOND,NEXT,,,,,,,,,,
220,PASS,SECOND,NEXT,,,,,,,,,,
282,PASS,FIRST,NEXT,,,,,,,,,,
204,PASS,SECOND,NEXT,,,,,,,,,,
182,FAIL,NO DIVISION,SAME,,,,,,,,,,
187,FAIL,NO DIVISION,SAME,,,,,,,,,,
149,FAIL,NO DIVISION,SAME,,,,,,,,,,
206,PASS,SECOND,NEXT,,,,,,,,,,
179,FAIL,NO DIVISION,SAME,,,,,,,,,,
168,FAIL,NO DIVISION,SAME,,,,,,,,,,
230,PASS,SECOND,NEXT,,,,,,,,,,
196,FAIL,NO DIVISION,SAME,,,,,,,,,,
145,FAIL,NO DIVISION,SAME,,,,,,,,,,
276,PASS,FIRST,NEXT,,,,,,,,,,
243,PASS,SECOND,NEXT,,,,,,,,,,
205,PASS,SECOND,NEXT,,,,,,,,,,
241,PASS,SECOND,NEXT,,,,,,,,,,
238,PASS,SECOND,NEXT,,,,,,,,,,
186,FAIL,NO DIVISION,SAME,,,,,,,,,,
169,FAIL,NO DIVISION,SAME,,,,,,,,,,
139,FAIL,NO DIVISION,SAME,,,,,,,,,,
179,FAIL,NO DIVISION,SAME,,,,,,,,,,
244,PASS,SECOND,NEXT,,,,,,,,,,
221,PASS,SECOND,NEXT,,,,,,,,,,
269,PASS,FIRST,NEXT,,,,,,,,,,
172,FAIL,NO DIVISION,SAME,,,,,,,,,,
244,PASS,SECOND,NEXT,,,,,,,,,,
261,PASS,FIRST,NEXT,,,,,,,,,,
228,PASS,SECOND,NEXT,,,,,,,,,,
272,PASS,FIRST,NEXT,,,,,,,,,,
196,FAIL,NO DIVISION,SAME,,,,,,,,,,
200,FAIL,NO DIVISION,SAME,,,,,,,,,,
250,PASS,FIRST,NEXT,,,,,,,,,,
162,FAIL,NO DIVISION,SAME,,,,,,,,,,
233,PASS,SECOND,NEXT,,,,,,,,,,
245,PASS,SECOND,NEXT,,,,,,,,,,
164,FAIL,NO DIVISION,SAME,,,,,,,,,,
207,PASS,SECOND,NEXT,,,,,,,,,,
190,FAIL,NO DIVISION,SAME,,,,,,,,,,
186,FAIL,NO DIVISION,SAME,,,,,,,,,,
214,PASS,SECOND,NEXT,,,,,,,,,,
222,PASS,SECOND,NEXT,,,,,,,,,,
180,FAIL,NO DIVISION,SAME,,,,,,,,,,
190,FAIL,NO DIVISION,SAME,,,,,,,,,,
259,PASS,FIRST,NEXT,,,,,,,,,,
192,FAIL,NO DIVISION,SAME,,,,,,,,,,
157,FAIL,NO DIVISION,SAME,,,,,,,,,,
241,PASS,SECOND,NEXT,,,,,,,,,,
211,PASS,SECOND,NEXT,,,,,,,,,,
227,PASS,SECOND,NEXT,,,,,,,,,,
252,PASS,FIRST,NEXT,,,,,,,,,,
213,PASS,SECOND,NEXT,,,,,,,,,,
157,FAIL,NO DIVISION,SAME,,,,,,,,,,
174,FAIL,NO DIVISION,SAME,,,,,,,,,,
223,PASS,SECOND,NEXT,,,,,,,,,,
160,FAIL,NO DIVISION,SAME,,,,,,,,,,
256,PASS,FIRST,NEXT,,,,,,,,,,
154,FAIL,NO DIVISION,SAME,,,,,,,,,,
251,PASS,FIRST,NEXT,,,,,,,,,,
193,FAIL,NO DIVISION,SAME,,,,,,,,,,
152,FAIL,NO DIVISION,SAME,,,,,,,,,,
258,PASS,FIRST,NEXT,,,,,,,,,,
231,PASS,SECOND,NEXT,,,,,,,,,,
180,FAIL,NO DIVISION,SAME,,,,,,,,,,
190,FAIL,NO DIVISION,SAME,,,,,,,,,,
279,PASS,FIRST,NEXT,,,,,,,,,,
191,FAIL,NO DIVISION,SAME,,,,,,,,,,
197,FAIL,NO DIVISION,SAME,,,,,,,,,,
243,PASS,SECOND,NEXT,,,,,,,,,,
163,FAIL,NO DIVISION,SAME,,,,,,,,,,
229,PASS,SECOND,NEXT,,,,,,,,,,
196,FAIL,NO DIVISION,SAME,,,,,,,,,,
102,FAIL,NO DIVISION,SAME,,,,,,,,,,
206,PASS,SECOND,NEXT,,,,,,,,,,
269,PASS,FIRST,NEXT,,,,,,,,,,
162,FAIL,NO DIVISION,SAME,,,,,,,,,,
219,PASS,SECOND,NEXT,,,,,,,,,,
213,PASS,SECOND,NEXT,,,,,,,,,,
206,PASS,SECOND,NEXT,,,,,,,,,,
236,PASS,SECOND,NEXT,,,,,,,,,,
183,FAIL,NO DIVISION,SAME,,,,,,,,,,
106,FAIL,NO DIVISION,SAME,,,,,,,,,,
229,PASS,SECOND,NEXT,,,,,,,,,,
278,PASS,FIRST,NEXT,,,,,,,,,,
157,FAIL,NO DIVISION,SAME,,,,,,,,,,
152,FAIL,NO DIVISION,SAME,,,,,,,,,,
226,PASS,SECOND,NEXT,,,,,,,,,,
240,PASS,SECOND,NEXT,,,,,,,,,,
213,PASS,SECOND,NEXT,,,,,,,,,,
189,FAIL,NO DIVISION,SAME,,,,,,,,,,
197,FAIL,NO DIVISION,SAME,,,,,,,,,,
291,PASS,FIRST,NEXT,,,,,,,,,,
162,FAIL,NO DIVISION,SAME,,,,,,,,,,
155,FAIL,NO DIVISION,SAME,,,,,,,,,,
142,FAIL,NO DIVISION,SAME,,,,,,,,,,
239,PASS,SECOND,NEXT,,,,,,,,,,
171,FAIL,NO DIVISION,SAME,,,,,,,,,,
118,FAIL,NO DIVISION,SAME,,,,,,,,,,
238,PASS,SECOND,NEXT,,,,,,,,,,
176,FAIL,NO DIVISION,SAME,,,,,,,,,,
208,PASS,SECOND,NEXT,,,,,,,,,,
204,PASS,SECOND,NEXT,,,,,,,,,,
135,FAIL,NO DIVISION,SAME,,,,,,,,,,
275,PASS,FIRST,NEXT,,,,,,,,,,
291,PASS,FIRST,NEXT,,,,,,,,,,
144,FAIL,NO DIVISION,SAME,,,,,,,,,,
176,FAIL,NO DIVISION,SAME,,,,,,,,,,
240,PASS,SECOND,NEXT,,,,,,,,,,
270,PASS,FIRST,NEXT,,,,,,,,,,
250,PASS,FIRST,NEXT,,,,,,,,,,
190,FAIL,NO DIVISION,SAME,,,,,,,,,,
210,PASS,SECOND,NEXT,,,,,,,,,,
188,FAIL,NO DIVISION,SAME,,,,,,,,,,
165,FAIL,NO DIVISION,SAME,,,,,,,,,,
220,PASS,SECOND,NEXT,,,,,,,,,,
209,PASS,SECOND,NEXT,,,,,,,,,,
179,FAIL,NO DIVISION,SAME,,,,,,,,,,
200,FAIL,NO DIVISION,SAME,,,,,,,,,,
300,PASS,FIRST,NEXT,,,,,,,,,,
174,FAIL,NO DIVISION,SAME,,,,,,,,,,
182,FAIL,NO DIVISION,SAME,,,,,,,,,,
299,PASS,FIRST,NEXT,,,,,,,,,,
238,PASS,SECOND,NEXT,,,,,,,,,,
149,FAIL,NO DIVISION,SAME,,,,,,,,,,
203,PASS,SECOND,NEXT,,,,,,,,,,
203,PASS,SECOND,NEXT,,,,,,,,,,
194,FAIL,NO DIVISION,SAME,,,,,,,,,,
255,PASS,FIRST,NEXT,,,,,,,,,,
167,FAIL,NO DIVISION,SAME,,,,,,,,,,
254,PASS,FIRST,NEXT,,,,,,,,,,
159,FAIL,NO DIVISION,SAME,,,,,,,,,,
274,PASS,FIRST,NEXT,,,,,,,,,,
214,PASS,SECOND,NEXT,,,,,,,,,,
227,PASS,SECOND,NEXT,,,,,,,,,,
191,FAIL,NO DIVISION,SAME,,,,,,,,,,
172,FAIL,NO DIVISION,SAME,,,,,,,,,,
295,PASS,FIRST,NEXT,,,,,,,,,,
242,PASS,SECOND,NEXT,,,,,,,,,,
207,PASS,SECOND,NEXT,,,,,,,,,,
199,FAIL,NO DIVISION,SAME,,,,,,,,,,
204,PASS,SECOND,NEXT,,,,,,,,,,
234,PASS,SECOND,NEXT,,,,,,,,,,
154,FAIL,NO DIVISION,SAME,,,,,,,,,,
266,PASS,FIRST,NEXT,,,,,,,,,,
249,PASS,SECOND,NEXT,,,,,,,,,,
235,PASS,SECOND,NEXT,,,,,,,,,,
253,PASS,FIRST,NEXT,,,,,,,,,,
193,FAIL,NO DIVISION,SAME,,,,,,,,,,
255,PASS,FIRST,NEXT,,,,,,,,,,
226,PASS,SECOND,NEXT,,,,,,,,,,
185,FAIL,NO DIVISION,SAME,,,,,,,,,,
231,PASS,SECOND,NEXT,,,,,,,,,,
274,PASS,FIRST,NEXT,,,,,,,,,,
180,FAIL,NO DIVISION,SAME,,,,,,,,,,
285,PASS,FIRST,NEXT,,,,,,,,,,
185,FAIL,NO DIVISION,SAME,,,,,,,,,,
244,PASS,SECOND,NEXT,,,,,,,,,,
234,PASS,SECOND,NEXT,,,,,,,,,,
197,FAIL,NO DIVISION,SAME,,,,,,,,,,
223,PASS,SECOND,NEXT,,,,,,,,,,
228,PASS,SECOND,NEXT,,,,,,,,,,
125,FAIL,NO DIVISION,SAME,,,,,,,,,,
240,PASS,SECOND,NEXT,,,,,,,,,,
197,FAIL,NO DIVISION,SAME,,,,,,,,,,
172,FAIL,NO DIVISION,SAME,,,,,,,,,,
270,PASS,FIRST,NEXT,,,,,,,,,,
151,FAIL,NO DIVISION,SAME,,,,,,,,,,
202,PASS,SECOND,NEXT,,,,,,,,,,
193,FAIL,NO DIVISION,SAME,,,,,,,,,,
206,PASS,SECOND,NEXT,,,,,,,,,,
204,PASS,SECOND,NEXT,,,,,,,,,,
232,PASS,SECOND,NEXT,,,,,,,,,,
211,PASS,SECOND,NEXT,,,,,,,,,,
177,FAIL,NO DIVISION,SAME,,,,,,,,,,
204,PASS,SECOND,NEXT,,,,,,,,,,
202,PASS,SECOND,NEXT,,,,,,,,,,
162,FAIL,NO DIVISION,SAME,,,,,,,,,,
201,PASS,SECOND,NEXT,,,,,,,,,,
238,PASS,SECOND,NEXT,,,,,,,,,,
256,PASS,FIRST,NEXT,,,,,,,,,,
137,FAIL,NO DIVISION,SAME,,,,,,,,,,
284,PASS,FIRST,NEXT,,,,,,,,,,
168,FAIL,NO DIVISION,SAME,,,,,,,,,,
233,PASS,SECOND,NEXT,,,,,,,,,,
111,FAIL,NO DIVISION,SAME,,,,,,,,,,
178,FAIL,NO DIVISION,SAME,,,,,,,,,,
264,PASS,FIRST,NEXT,,,,,,,,,,
181,FAIL,NO DIVISION,SAME,,,,,,,,,,
246,PASS,SECOND,NEXT,,,,,,,,,,
207,PASS,SECOND,NEXT,,,,,,,,,,
132,FAIL,NO DIVISION,SAME,,,,,,,,,,
238,PASS,SECOND,NEXT,,,,,,,,,,
169,FAIL,NO DIVISION,SAME,,,,,,,,,,
202,PASS,SECOND,NEXT,,,,,,,,,,
178,FAIL,NO DIVISION,SAME,,,,,,,,,,
225,PASS,SECOND,NEXT,,,,,,,,,,
192,FAIL,NO DIVISION,SAME,,,,,,,,,,
144,FAIL,NO DIVISION,SAME,,,,,,,,,,
221,PASS,SECOND,NEXT,,,,,,,,,,
162,FAIL,NO DIVISION,SAME,,,,,,,,,,
163,FAIL,NO DIVISION,SAME,,,,,,,,,,
272,PASS,FIRST,NEXT,,,,,,,,,,
266,PASS,FIRST,NEXT,,,,,,,,,,
246,PASS,SECOND,NEXT,,,,,,,,,,
239,PASS,SECOND,NEXT,,,,,,,,,,
263,PASS,FIRST,NEXT,,,,,,,,,,
161,FAIL,NO DIVISION,SAME,,,,,,,,,,
152,FAIL,NO DIVISION,SAME,,,,,,,,,,
225,PASS,SECOND,NEXT,,,,,,,,,,
155,FAIL,NO DIVISION,SAME,,,,,,,,,,
227,PASS,SECOND,NEXT,,,,,,,,,,
189,FAIL,NO DIVISION,SAME,,,,,,,,,,
205,PASS,SECOND,NEXT,,,,,,,,,,
189,FAIL,NO DIVISION,SAME,,,,,,,,,,
154,FAIL,NO DIVISION,SAME,,,,,,,,,,
285,PASS,FIRST,NEXT,,,,,,,,,,
154,FAIL,NO DIVISION,SAME,,,,,,,,,,
181,FAIL,NO DIVISION,SAME,,,,,,,,,,
276,PASS,FIRST,NEXT,,,,,,,,,,
251,PASS,FIRST,NEXT,,,,,,,,,,
290,PASS,FIRST,NEXT,,,,,,,,,,
199,FAIL,NO DIVISION,SAME,,,,,,,,,,
158,FAIL,NO DIVISION,SAME,,,,,,,,,,
174,FAIL,NO DIVISION,SAME,,,,,,,,,,
191,FAIL,NO DIVISION,SAME,,,,,,,,,,
282,PASS,FIRST,NEXT,,,,,,,,,,
206,PASS,SECOND,NEXT,,,,,,,,,,
225,PASS,SECOND,NEXT,,,,,,,,,,
204,PASS,SECOND,NEXT,,,,,,,,,,
276,PASS,FIRST,NEXT,,,,,,,,,,
144,FAIL,NO DIVISION,SAME,,,,,,,,,,
211,PASS,SECOND,NEXT,,,,,,,,,,
183,FAIL,NO DIVISION,SAME,,,,,,,,,,
201,PASS,SECOND,NEXT,,,,,,,,,,
246,PASS,SECOND,NEXT,,,,,,,,,,
218,PASS,SECOND,NEXT,,,,,,,,,,
207,PASS,SECOND,NEXT,,,,,,,,,,
231,PASS,SECOND,NEXT,,,,,,,,,,
240,PASS,SECOND,NEXT,,,,,,,,,,
201,PASS,SECOND,NEXT,,,,,,,,,,
244,PASS,SECOND,NEXT,,,,,,,,,,
164,FAIL,NO DIVISION,SAME,,,,,,,,,,
174,FAIL,NO DIVISION,SAME,,,,,,,,,,
150,FAIL,NO DIVISION,SAME,,,,,,,,,,
